,,,,n,,,,g,g
,,g,g,,,,,,
,,n,,,,g,g,,
g,g,,,,,,,,
,,s,,g,g,,,,
b,,,,,,,,,
0,b,,,,,,,,
0,0,b,,,,n,,,
0,0,0,b,,,,,,
0,0,0,0,b,,,o,,
0,0,0,0,0,b,,,,d
0,0,0,g,g,g,,,d,0
0,0,0,0,0,0,,,0,0
0,0,g,0,0,0,,,g,g
0,g,0,0,0,0,,,0,0
g,0,0,0,0,p,s,,0,0
g,0,0,0,p,,,,0,0
0,0,0,p,,,,d,0,0
0,0,p,,,,d,0,0,0
0,0,n,,,d,0,0,0,0
0,0,,,d,0,0,0,0,0
0,0,,,0,0,0,0,0,0
0,p,,,0,0,0,0,0,0
p,,,,0,0,0,0,0,0
,,n,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,0,0,0,0,0,0
,,,,q,0,0,0,0,0
,,,,,q,0,0,0,0
,,,,,,q,0,0,0
,,,,,,,q,0,0
,,,,,,,,0,0
,,,,,,,,0,0
,,,,,,,,0,0
,,s,,,,,d,0,p
,,o,,,,d,0,p,
,,,,,d,0,p,,
0,0,g,g,0,0,p,,,
0,0,g,g,0,p,,,,
,,s,,,,,,,
b,,,,,,,,,
0,b,,,,,n,,,
q,0,b,,,,,,,
,q,0,0,0,0,g,b,,
 ,,q,0,0,0,g,0,b,
 ,,,,,,,q,0,b
,,,,,,,,q,0
,,,,,,,,,q
,,,,,,n,,,
,,n,,,,,,,
, , ,,,,,,,
0,0,g,g,g,0,0,0,0,0
,,n,,,,,,,
n, ,,,,,,,,
,0,0,0,0,0,0,,,
n, ,,,,,,,,
,,,,,,,,,n
0,0,0,0,,,,,,
,,,,,,,,, 
,,,,,,0,0,0, 
,,,,,,,,,s
 , ,0,0,0,,,,,
, , ,,,,,,,
,,,,n,,,,,
,,,,,,0,0,0,0
,,,,,,,,n,
0,0,0,0,,,,,,
,,, ,0,0, ,,,
,,,,,n,,,,
,,,,,,,,0,0
0,0,0,,,s,,,
,,,,,,,,n
, ,,,,,,,
,n,,,,,,,
,,,,,,,,n
,n,,,,,,,
,,,,,n,,,
