0,0,0,,,s,,0,0,0
0,0,0,,,,,0,0,0
0,0,0,,,,,0,0,0
0,0,0,,,,,0,0,0
0,0,0,,,,,0,0,0
0,0,0,,,,,0,0,0
0,0,0,,,,,0,0,0
0,0,0,,,,,0,0,0
0,0,p,,,s,,q,0,0
0,p,,,,,,,q,0
p,,,,,,,,,q
,,n1,,,,,,n2,
0,,,0,0,0,0,0,,0
0,,,0,0,0,0,0,,0
0,,,g,0,0,0,0,,0
,,,n1,,,,n2,,
0,0,,,0,0,0,,,0
0,0,o,g,0,0,0,,,0
0,0, ,,0,0,0,,g,0
0,0,,,0,0,0,,,0
,,,,n,,,,,
,0,0,0,,g,0,0,,0
,g,g,0,,0,0,0,,0
,0,0,0,,g,0,g,,0
,,n1,,,,,,n2,
0,0,,g,0, ,0,0,,0
0,0,,0,0,,0,0,o,0
0,0,,0,0,,0,0,,0
,,,n1,,,,,,n2
,0,0,,0,0,,0,0,
,0,0,,0,0,,0,0,
,0,0,,0,0,,0,0,
,,,,,,n,,,
b,,,,,,,,,
0,b,,,,,,,,
0,0,b,n2,,,,,,n1
0,0,0,,,,,,, 
0,0,0, ,,0,, ,0,
0,0,p,,,0,, ,0,
0,p,n2,, ,0,, ,0,
p,n2, , ,d,0,, ,0,
 ,, ,d,0,p,, ,0,
,,d,0,p,g, , ,0,
 ,g,0,p,, , ,d,0,n1
g,,0,,, ,d,0,p,n1
,,g,,,d,0,p,,
,,g,,,0,p,n1,, 
,,0,,,g,,,,d
,,0,,,0,,,,q
,,0,,,0,b,,,
,s2,0,,,q,0,,s1,
,,0,,,,0,o,,
,,0,g, ,,0,,,
,,0,b,,,0,,g,
,,q,0,,,0,,,
,,,g,,,0,,,
,,,g,,,0,,,
,,,0,,,g,,,
,,,0,,,g,,,
b,,,0,,,0,,s1,
0,,,0,,,0,,,
0,s2,,0,g,g,0,,, 
p,,,,,,,,,
,,,g,,,,,,n1
,,,n2,,,d,0,b,
d,0,b,,,,0,0,0,
0,0,0,,,g,q,0,p,
0,0,0,,,,,,,n1
q,0,p,,,,,n1,,
,,s2,g,,,,,d,0
,,,,,,,,0,0
,,,d,g,b,g,,0,0
,, ,0,g,0,,,q,0
,s2, ,0,g,0,,,,
,,,q,g,p,,,,n1
b,,,,,,,,,
0,,n2,,,,,,,
0,,,,,n2,d,0,b,
p,,,,,,0,0,0,
,,,,,,0,0,0,
,,,,,,q,0,p,
,d,0,b,o,, , ,,n1
,0,0,0,,n,,,,
,0,0,0,,,,,,
,q,0,p,,s,,,,
0,,,,,,,,,0
0,,,,, ,,,,0
0,n1,,,,0,,n2,,0
0,,,,,0,,,,0
0,,,,,0,,,,0
0,,,,d,0,,n2,d,0
0,,,,0,0,,,0,0
0,s1,,,0,0,,,0,0
0,,,,0,0,,,0,0
0,,, ,0,0,,,0,0
0,,,0,0,p,,,q,0
0,,n1, ,0,,n2,,,0
0,,,n1,0,,,,,0
0,,,,0,,,,d,0
0,,0,,0,,,d,0,0
0,,,,0,,,0,0,0
0, , ,n1,0, ,,0,0,0
0, , ,,0,s2,,q,0,0
0,0, ,,0, ,,,q,0
0, , ,n1,0,b,,, ,0
0, , ,,0,0,b,,n2,0
0,n1, ,,0,0,0,, ,0
0, , ,,0,0,0,, ,0
0, , ,0,0,0,0,, ,0
0,n1, ,,0,0,0,, ,0
0, ,,,0,0,0,, ,0
0, ,,n1,0,0,p,,n2,0
0,0,n1,,0,p,,, ,0
0, ,,,0, ,,, ,0
0, ,,, , ,,, ,0
0, ,,, , ,,, ,0
0, ,,, ,,,, ,0
0, ,,,,,,, ,0
p,,n1,,,,,n2,,q
b,,,,,,,,,d
0,b,,,,,,,d,0
0,0,,,,,,,0,0
0,0,,b,,,d,,0,0
0,0,,0,,,0,,0,0
0,0,,0,,,0,,0,0
0,0,,p,,,q,,0,0
0,0,,,,,,,0,0
0,0,,,,,,,0,0
0,0,,,,,,,0,0
0,0,,,,,,,0,0
0,p,,,,,,,q,0
p,,,,,,,,,q
