g,g,g,g,g,b,g,g,g,g
g,g,g,g,g,g,g,g,g,g
g,g,q,g,g,g,g,q,g,g
_,g,g,g,g,g,g,g,g,g
q,d,g,g,g,g,g,g,g,g
g,p,g,g,g,g,g,g,g,g
g,g,b,g,g,d,g,g,g,g
g,g,g,g,g,g,g,g,g,0
g,g,g,g,g,g,g,0,g,g
g,0,g,g,g,g,g,g,g,g
g,g,g,g,g,g,g,g,g,g
g,g,g,g,g,g,g,d,g,g
g,g,g,g,g,b,g,g,g,g
g,g,g,g,g,g,g,g,g,_
g,g,q,g,g,g,g,q,g,g
g,_,g,g,g,g,g,g,g,g
q,d,g,g,g,g,g,g,g,g
g,p,g,g,g,g,g,g,g,g
g,g,b,g,g,d,g,g,g,g
g,g,g,g,g,g,g,g,g,0
g,g,g,g,g,g,g,0,g,g
g,0,g,g,g,g,g,g,g,g
g,g,g,g,g,g,g,g,g,g
g,g,g,g,g,g,g,d,g,g
d,g,,g,g,g,g,_,g,b
g,g,g,g,g,g,g,g,g,g
g,g,g,0,g,g,g,,g,g
g,g,g,g,g,g,g,g,g,g
,0,g,b,g,g,0,g,g,
g,g,g,g,g,,g,g,g,g
g,g,g,g,0,g,g,g,0,g
,g,g,g,g,g,,g,g,g
g,g,0,g,g,g,g,g,g,g
g,g,g,g,,g,g,g,,0
g,g,g,g,d,g,g,0,g,g
g,,g,g,g,g,g,,g,g
g,g,g,g,g,g,g,g,g,g
,g,g,,,,g,g,,g
g,g,,g,,g,g,g,g,
g,g,g,g,q,g,g,,g,0
,g,,g,,g,,g,g,
0,g,g,,g,,g,g,g,g
g,,,g,,g,g,0,g,
g,g,g,b,g,,,g,,_
0,g,,,,,g,,g,0
g,g,_,g,,g,,g,,g
g,0,g,,g,,g,g,g,
g,g,,,,g,g,,,g
,,g,g,,0,,g,,d
,_,,g,g,g,o,g,g,
,g,g,,,,g,,,
,g,,,_,g,,g,,g
,g,,g,b,g,g,,g,
g, ,g,,g,,,g,g,
,,,g,,,g,,,g
g,0,,,,g,,,g,0
,,g,,,,,g,,
,,g,,,g,,0,g,
,,,,,,,,,_
,g,,g,,q,,g,,g
,g,,,,,g,,,
_,,0,,g,,,,0,
,g,,g,,,,,,
,,,,,,,g,,
,,,,,g,,,,g
,g,,,,,,,,
,,,,b,,,,,0
0,,,g,,,,g,,
,,,,,g,,,,
,,,g,,,,d,,0
,,,,,,,,g,
,,0,,,,,,,
,g,,,,,,,,
,,,,,,g,,,
,,,o,,,,,,
,,,,,,s,,,
,,,,,,n,,,
_,_,_,_,0,g,g,g,0,_
,,g,,,,,,,
,,,n,,,,,g,
,g,,,,,,,,
_,_,g,g,0,0,0,g,_,_
g,,,,,,,,,
,,,,,,,,,g
_,_,_,g,g,0,0,0,_,_
,g,,,,,n,,,g
,g,,,,,,,,
_,_,0,0,g,g,g,g,0,_
,g,,,,,,,,
,,,,,,,,,g
_,0,g,g,0,0,g,g,0,_
,,,,,n,,,,
g,g,0,0,0,g,g,0,g,g
g,g,0,0,0,g,g,0,g,g
,,,,n,,,,,
0,0,0,g,g,g,0,0,0,0
0,0,0,g,g,g,0,0,0,0
,,n1,,,,n2,,,
g,g,g,g,0,0,g,g,g,g
,,,,n,,,,,
0,0,0,0,g,g,0,0,0,0
,n2,,,,,,,n1,
g,g,g,0,0,0,0,g,g,g
,,,,n,,,,,
0,0,0,g,g,g,g,0,0,0
,n2,,,,,,,n1,
g,g,g,0,0,0,0,g,g,g
,,,,,n,,,,
0,0,0,g,g,g,g,0,0,0
b,,,,,,,,,
0,g,,,,,,,,d
0,0,b,,,,,,d,0
0,0,0,b,,,,g,0,0
0,g,0,0,,,d,0,0,g
0,0,0,0,0,,0,0,0,g
g,g,g,0,,,0,0,0,0
0,g,g,0,s,,0,g,0,0
g,0,0,0,,,0,0,g,0
0,0,0,0,,,0,0,0,0
_,_,_,0,,0,_,_,_,_
0,0,0,0,,,0,0,0,0
0,0,0,0,,,0,0,0,g
0,0,0,0,,,0,0,g,0
0,0,0,0,,,0,0,0,0
0,0,0,p,,,q,0,0,g
0,0,0,,,,,q,0,0
0,0,p,,,,,,0,0
0,p,,,s,,,,q,0
0,,,,,,,,,0
p,,,,,,,,,0
,n1,,,,,,n2,,0
,,,,,,,,,0
,,0,,,d,0,,,0
,,0,,d,0,0,,,q
,,0,,0,0,0,,,n2
,,0,,q,0,g,b,, 
0,,0,,,0,g,0,b,
,,0,,,0,_,_,0,
,,0,b,,0,_,g,0,
,,q,0,,q,0,_,0,
n1,,,0,,,0,_,0,
,,,0,,,q,0,p,
,0,,g,,,,,,g
g,0,,0,,,,n2,,
,,,0,,, ,,,
,,,0,,g, ,,,
,,d,0,,, ,,,d
,,0,p,,,0,,,0
,,0,,,d,0,,,0
,,0,,d,0,p,,,0
,,0,,0,p,n2,,,g
,,g,,0,,,,d,0
,,0,,g,,,d,0,_
,d,0,,0,,,0,_,g
,0,p,,g,,,0,_,_
,0,,,0,,,q,0,_
,0,,g,0,b,,n2,q,0
,0,b,,q,0,,,,0
,q,0,,,0,b,,,0
,n1,0,b,,q,0,,,0
,,q,0,,,0,,,0
 ,,n1,0,,,0,,g,0
b,,,0,g,,0,,,0
0,b,,q,0,,g,,n2,0
_,g,,n1,0,,g,,,0
_,g,,,0,,0,,,g
_,0,b,,0,,0,,,0
_,_,0,,0,,0,b,,g
g,_,0,,0,,q,0,,0
_,g,0,,0,,,0,,0
_,_,0,,0,,,0,,0
_,_,0,,0,b,,0,,0
_,0,0,,q,0,,0,,0
_,0,0,,n1,0,,0,,0
_,g,0,,,0,,0,,0
_,0,0,,,0,,0,,0
_,0,0,0,,0,,0,,0
_,0,g,0,,0,,0,,0
0,0,0,,,0,,0,,q
0,g,0,n1,,0,,0,,n2
0,0,0,,,0,,0,,
0,0,0,,,0,,0,o,
0,0,0,,,0,,0,b,
g,0,0,,,0,,q,0,
0,0,0,,0,g,,,0,
0,g,0,,0,0,,,0,
0,g,0,,,0,b,,0,
0,0,0,,,0,0,,0,
0,g,0,,,g,0,,0,
g,0,p,,,0,p,,0,
g,0,,,d,0,,,g,
0,p,n1,,0,p,,,0,
0,,,,0,,,,0,
0,,,,0,,,,0,
p,,,d,0,,,d,0,
,,,0,p,,,g,p,
,,,0,,,d,0,n2,
,,,0,,,0,p,,
,,,g,,,0,,,
,,,0,,,0,,,
,,,0,,,0,,,
,,,,,,,,s2,
,g,,,,,,,,g
,,,,,,,g,,
g,g,,,,,,,g,
,,s,,,0,_,_,_,_
,,,,,,,,,g
,,,,,,,,g,
0,_,_,_,0,,,s,,g
g,,s,,,0,_,_,_,_
g,,,,,,,,,
,,,,,,,,g,g
_,_,_,0,,,,s,g,
,,s,,,,,,,
,,,,,0,_,_,_,_
,,,,,n,,,,
0,0,0,,,,,0,0,0
g,,,,,,,,,
0,0,0,,,,,0,0,g
0,0,p,,,,,q,g,0
,g,,,,,,,,
0,0, ,,,,, ,0,0
0,p, ,,,,, ,q,g
0,,,,,,,,,0
g,,,,,,,,g,
0,,,,,,,,,0
p,,,,,,,,,q
